hospital,date,active,admissions
JHH,2020-07-27,48,4
JHH,2020-07-28,47,3
JHH,2020-07-29,51,4
JHH,2020-07-30,45,0
JHH,2020-07-31,45,3
JHH,2020-08-01,45,3
JHH,2020-08-02,46,6
JHH,2020-08-03,45,3
JHH,2020-08-04,43,3
JHH,2020-08-05,46,5
JHH,2020-08-06,45,2
JHH,2020-08-07,49,4
JHH,2020-08-08,48,5
JHH,2020-08-09,46,5
JHH,2020-08-10,45,2
JHH,2020-08-11,41,2
JHH,2020-08-12,40,5
JHH,2020-08-13,43,8
JHH,2020-08-14,42,2
JHH,2020-08-15,42,2
JHH,2020-08-16,38,0
JHH,2020-08-17,34,2
JHH,2020-08-18,38,1
JHH,2020-08-19,37,1
JHH,2020-08-20,35,4
JHH,2020-08-21,38,2
JHH,2020-08-22,36,1
JHH,2020-08-23,36,1
JHH,2020-08-24,36,4
JHH,2020-08-25,42,2
JHH,2020-08-26,38,4
JHH,2020-08-27,38,3
JHH,2020-08-28,36,1
JHH,2020-08-29,36,3
JHH,2020-08-30,36,1
JHH,2020-08-31,36,4
JHH,2020-09-01,40,2
JHH,2020-09-02,37,2
JHH,2020-09-03,37,4
JHH,2020-09-04,34,0
JHH,2020-09-05,31,1
JHH,2020-09-06,32,1
JHH,2020-09-07,34,2
JHH,2020-09-08,31,1
JHH,2020-09-09,31,4
JHH,2020-09-10,34,2
JHH,2020-09-11,33,1
JHH,2020-09-12,31,2
JHH,2020-09-13,30,3
JHH,2020-09-14,32,2
JHH,2020-09-15,29,2
JHH,2020-09-16,29,0
JHH,2020-09-17,31,2
JHH,2020-09-18,35,1
JHH,2020-09-19,33,1
JHH,2020-09-20,35,4
JHH,2020-09-21,36,0
JHH,2020-09-22,34,0
JHH,2020-09-23,32,1
JHH,2020-09-24,30,3
JHH,2020-09-25,31,0
JHH,2020-09-26,30,0
JHH,2020-09-27,30,1
JHH,2020-09-28,30,0
JHH,2020-09-29,30,1
JHH,2020-09-30,28,2
JHH,2020-10-01,28,0
JHH,2020-10-02,28,2
JHH,2020-10-03,28,2
JHH,2020-10-04,26,0
JHH,2020-10-05,29,4
JHH,2020-10-06,33,3
JHH,2020-10-07,32,1
JHH,2020-10-08,28,0
JHH,2020-10-09,31,4
JHH,2020-10-10,32,6
JHH,2020-10-11,32,1
JHH,2020-10-12,30,2
JHH,2020-10-13,29,1
JHH,2020-10-14,30,0
JHH,2020-10-15,26,2
JHH,2020-10-16,26,3
JHH,2020-10-17,29,3
JHH,2020-10-18,30,1
JHH,2020-10-19,32,2
JHH,2020-10-20,32,3
JHH,2020-10-21,29,0
JHH,2020-10-22,26,3
JHH,2020-10-23,30,4
JHH,2020-10-24,32,3
JHH,2020-10-25,32,3
JHH,2020-10-26,35,3
JHH,2020-10-27,34,1
JHH,2020-10-28,34,3
JHH,2020-10-29,39,4
JHH,2020-10-30,39,1
JHH,2020-10-31,35,4
JHH,2020-11-01,39,4
JHH,2020-11-02,42,6
JHH,2020-11-03,46,5
JHH,2020-11-04,42,4
JHH,2020-11-05,46,5
JHH,2020-11-06,45,4
JHH,2020-11-07,50,4
JHH,2020-11-08,52,10
JHH,2020-11-09,59,8
JHH,2020-11-10,61,8
JHH,2020-11-11,65,4
JHH,2020-11-12,61,6
JHH,2020-11-13,55,3
JHH,2020-11-14,58,7
JHH,2020-11-15,61,9
JHH,2020-11-16,68,3
JHH,2020-11-17,69,3
JHH,2020-11-18,70,1
JHH,2020-11-19,74,6
JHH,2020-11-20,68,1
JHH,2020-11-21,68,7
JHH,2020-11-22,70,2
JHH,2020-11-23,71,7
JHH,2020-11-24,68,8
JHH,2020-11-25,71,6
JHH,2020-11-26,73,4
JHH,2020-11-27,84,10
JHH,2020-11-28,92,8
JHH,2020-11-29,95,5
JHH,2020-11-30,98,4
JHH,2020-12-01,84,3
JHH,2020-12-02,84,6
JHH,2020-12-03,79,5
JHH,2020-12-04,89,5
JHH,2020-12-05,82,6
JHH,2020-12-06,88,4
JHH,2020-12-07,97,9
JHH,2020-12-08,99,5
JHH,2020-12-09,92,4
JHH,2020-12-10,88,3
JHH,2020-12-11,82,8
JHH,2020-12-12,88,9
JHH,2020-12-13,94,7
JHH,2020-12-14,97,9
JHH,2020-12-15,96,4
JHH,2020-12-16,88,2
JHH,2020-12-17,84,6
JHH,2020-12-18,85,2
JHH,2020-12-19,87,4
JHH,2020-12-20,86,3
JHH,2020-12-21,93,12
JHH,2020-12-22,97,4
JHH,2020-12-23,98,5
JHH,2020-12-24,94,5
JHH,2020-12-25,86,6
JHH,2020-12-26,92,7
JHH,2020-12-27,99,6
JHH,2020-12-28,105,10
JHH,2020-12-29,109,5
JHH,2020-12-30,104,6
JHH,2020-12-31,106,5
JHH,2021-01-01,104,4
JHH,2021-01-02,106,7
JHH,2021-01-03,106,0
JHH,2021-01-04,109,9
JHH,2021-01-05,111,12
JHH,2021-01-06,118,6
JHH,2021-01-07,128,9
JHH,2021-01-08,121,7
JHH,2021-01-09,120,3
JHH,2021-01-10,120,4
JHH,2021-01-11,120,4
JHH,2021-01-12,116,2
JHH,2021-01-13,114,7
JHH,2021-01-14,117,5
JHH,2021-01-15,124,8
JHH,2021-01-16,125,9
JHH,2021-01-17,123,5
JHH,2021-01-18,123,7
JHH,2021-01-19,122,7
JHH,2021-01-20,127,7
JHH,2021-01-21,128,10
JHH,2021-01-22,119,5
JHH,2021-01-23,113,6
JHH,2021-01-24,118,8
JHH,2021-01-25,126,9
JHH,2021-01-26,122,8
JHH,2021-01-27,113,4
JHH,2021-01-28,110,2
JHH,2021-01-29,103,5
JHH,2021-01-30,97,4
JHH,2021-01-31,93,2
SH,2020-03-18,1,0
SH,2020-03-19,1,3
SH,2020-03-20,3,1
SH,2020-03-21,3,0
SH,2020-03-22,3,2
SH,2020-03-23,7,1
SH,2020-03-24,11,4
SH,2020-03-25,12,2
SH,2020-03-26,16,3
SH,2020-03-27,22,7
SH,2020-03-28,22,2
SH,2020-03-29,29,5
SH,2020-03-30,34,8
SH,2020-03-31,30,1
SH,2020-04-01,35,10
SH,2020-04-02,36,6
SH,2020-04-03,38,5
SH,2020-04-04,39,3
SH,2020-04-05,39,8
SH,2020-04-06,45,9
SH,2020-04-07,51,7
SH,2020-04-08,56,8
SH,2020-04-09,51,6
SH,2020-04-10,57,8
SH,2020-04-11,51,4
SH,2020-04-12,51,9
SH,2020-04-13,56,8
SH,2020-04-14,54,7
SH,2020-04-15,61,10
SH,2020-04-16,69,13
SH,2020-04-17,69,9
SH,2020-04-18,69,5
SH,2020-04-19,69,4
SH,2020-04-20,67,6
SH,2020-04-21,65,6
SH,2020-04-22,57,6
SH,2020-04-23,58,11
SH,2020-04-24,58,9
SH,2020-04-25,62,13
SH,2020-04-26,69,11
SH,2020-04-27,72,7
SH,2020-04-28,74,8
SH,2020-04-29,75,7
SH,2020-04-30,70,6
SH,2020-05-01,67,5
SH,2020-05-02,69,4
SH,2020-05-03,70,11
SH,2020-05-04,76,8
SH,2020-05-05,72,3
SH,2020-05-06,74,5
SH,2020-05-07,74,4
SH,2020-05-08,73,3
SH,2020-05-09,68,5
SH,2020-05-10,59,6
SH,2020-05-11,61,9
SH,2020-05-12,60,3
SH,2020-05-13,60,10
SH,2020-05-14,59,4
SH,2020-05-15,58,5
SH,2020-05-16,54,5
SH,2020-05-17,49,6
SH,2020-05-18,51,9
SH,2020-05-19,52,4
SH,2020-05-20,47,1
SH,2020-05-21,42,4
SH,2020-05-22,40,3
SH,2020-05-23,40,4
SH,2020-05-24,41,4
SH,2020-05-25,43,4
SH,2020-05-26,48,4
SH,2020-05-27,48,3
SH,2020-05-28,45,3
SH,2020-05-29,37,3
SH,2020-05-30,33,2
SH,2020-05-31,31,2
SH,2020-06-01,28,3
SH,2020-06-02,28,3
SH,2020-06-03,29,3
SH,2020-06-04,28,3
SH,2020-06-05,30,3
SH,2020-06-06,32,4
SH,2020-06-07,32,1
SH,2020-06-08,29,2
SH,2020-06-09,25,2
SH,2020-06-10,26,5
SH,2020-06-11,28,3
SH,2020-06-12,24,2
SH,2020-06-13,27,3
SH,2020-06-14,22,1
SH,2020-06-15,21,2
SH,2020-06-16,20,1
SH,2020-06-17,23,4
SH,2020-06-18,25,1
SH,2020-06-19,18,1
SH,2020-06-20,20,1
SH,2020-06-21,19,0
SH,2020-06-22,22,1
SH,2020-06-23,19,1
SH,2020-06-24,15,1
SH,2020-06-25,18,4
SH,2020-06-26,19,0
SH,2020-06-27,18,0
SH,2020-06-28,18,1
SH,2020-06-29,16,0
SH,2020-06-30,12,0
SH,2020-07-01,7,0
SH,2020-07-02,11,1
SH,2020-07-03,10,1
SH,2020-07-04,11,2
SH,2020-07-05,11,0
SH,2020-07-06,10,1
SH,2020-07-07,9,0
SH,2020-07-08,8,0
SH,2020-07-09,8,2
SH,2020-07-10,12,3
SH,2020-07-11,11,1
SH,2020-07-12,11,2
SH,2020-07-13,11,0
SH,2020-07-14,10,0
SH,2020-07-15,9,3
SH,2020-07-16,11,1
SH,2020-07-17,12,0
SH,2020-07-18,10,1
SH,2020-07-19,10,0
SH,2020-07-20,10,1
SH,2020-07-21,10,0
SH,2020-07-22,10,1
SH,2020-07-23,10,1
SH,2020-07-24,10,0
SH,2020-07-25,11,2
SH,2020-07-26,10,1
SH,2020-07-27,11,1
SH,2020-07-28,11,0
SH,2020-07-29,13,2
SH,2020-07-30,13,2
SH,2020-07-31,15,3
SH,2020-08-01,13,1
SH,2020-08-02,13,0
SH,2020-08-03,12,1
SH,2020-08-04,11,1
SH,2020-08-05,11,2
SH,2020-08-06,11,3
SH,2020-08-07,11,2
SH,2020-08-08,11,0
SH,2020-08-09,8,0
SH,2020-08-10,9,2
SH,2020-08-11,9,1
SH,2020-08-12,10,0
SH,2020-08-13,9,0
SH,2020-08-14,7,0
SH,2020-08-15,7,0
SH,2020-08-16,9,0
SH,2020-08-17,9,0
SH,2020-08-18,8,1
SH,2020-08-19,9,1
SH,2020-08-20,10,2
SH,2020-08-21,10,0
SH,2020-08-22,8,1
SH,2020-08-23,9,1
SH,2020-08-24,8,1
SH,2020-08-25,7,1
SH,2020-08-26,7,0
SH,2020-08-27,7,0
SH,2020-08-28,7,0
SH,2020-08-29,7,0
SH,2020-08-30,8,2
SH,2020-08-31,7,0
SH,2020-09-01,6,0
SH,2020-09-02,6,0
SH,2020-09-03,6,0
SH,2020-09-04,6,0
SH,2020-09-05,5,1
SH,2020-09-06,5,1
SH,2020-09-07,7,1
SH,2020-09-08,8,0
SH,2020-09-09,7,1
SH,2020-09-10,9,1
SH,2020-09-11,9,2
SH,2020-09-12,12,2
SH,2020-09-13,13,1
SH,2020-09-14,13,0
SH,2020-09-15,13,2
SH,2020-09-16,13,1
SH,2020-09-17,14,0
SH,2020-09-18,11,3
SH,2020-09-19,12,3
SH,2020-09-20,12,1
SH,2020-09-21,13,2
SH,2020-09-22,13,2
SH,2020-09-23,14,3
SH,2020-09-24,12,0
SH,2020-09-25,7,1
SH,2020-09-26,8,2
SH,2020-09-27,9,0
SH,2020-09-28,7,0
SH,2020-09-29,7,1
SH,2020-09-30,8,1
SH,2020-10-01,4,3
SH,2020-10-02,3,1
SH,2020-10-03,5,3
SH,2020-10-04,7,1
SH,2020-10-05,8,1
SH,2020-10-06,7,0
SH,2020-10-07,7,0
SH,2020-10-08,6,1
SH,2020-10-09,4,0
SH,2020-10-10,4,2
SH,2020-10-11,5,1
SH,2020-10-12,7,1
SH,2020-10-13,8,1
SH,2020-10-14,7,1
SH,2020-10-15,6,2
SH,2020-10-16,5,0
SH,2020-10-17,4,0
SH,2020-10-18,5,1
SH,2020-10-19,6,1
SH,2020-10-20,9,5
SH,2020-10-21,11,2
SH,2020-10-22,13,4
SH,2020-10-23,16,2
SH,2020-10-24,12,0
SH,2020-10-25,11,3
SH,2020-10-26,10,3
SH,2020-10-27,13,1
SH,2020-10-28,11,1
SH,2020-10-29,12,1
SH,2020-10-30,13,4
SH,2020-10-31,15,3
SH,2020-11-01,15,1
SH,2020-11-02,17,2
SH,2020-11-03,14,1
SH,2020-11-04,13,2
SH,2020-11-05,18,4
SH,2020-11-06,16,4
SH,2020-11-07,15,1
SH,2020-11-08,17,1
SH,2020-11-09,16,0
SH,2020-11-10,19,4
SH,2020-11-11,15,2
SH,2020-11-12,18,3
SH,2020-11-13,20,4
SH,2020-11-14,23,4
SH,2020-11-15,23,4
SH,2020-11-16,24,3
SH,2020-11-17,30,4
SH,2020-11-18,36,10
SH,2020-11-19,38,7
SH,2020-11-20,40,6
SH,2020-11-21,38,4
SH,2020-11-22,42,7
SH,2020-11-23,46,6
SH,2020-11-24,44,4
SH,2020-11-25,50,9
SH,2020-11-26,49,1
SH,2020-11-27,50,8
SH,2020-11-28,47,2
SH,2020-11-29,42,0
SH,2020-11-30,40,6
SH,2020-12-01,41,3
SH,2020-12-02,41,6
SH,2020-12-03,41,7
SH,2020-12-04,38,5
SH,2020-12-05,38,4
SH,2020-12-06,37,2
SH,2020-12-07,35,5
SH,2020-12-08,39,3
SH,2020-12-09,35,5
SH,2020-12-10,40,6
SH,2020-12-11,43,8
SH,2020-12-12,43,3
SH,2020-12-13,42,4
SH,2020-12-14,43,5
SH,2020-12-15,43,8
SH,2020-12-16,38,4
SH,2020-12-17,40,5
SH,2020-12-18,36,5
SH,2020-12-19,42,6
SH,2020-12-20,48,10
SH,2020-12-21,50,6
SH,2020-12-22,48,4
SH,2020-12-23,45,1
SH,2020-12-24,45,6
SH,2020-12-25,47,4
SH,2020-12-26,45,2
SH,2020-12-27,40,1
SH,2020-12-28,37,5
SH,2020-12-29,38,2
SH,2020-12-30,35,7
SH,2020-12-31,36,4
SH,2021-01-01,36,3
SH,2021-01-02,36,5
SH,2021-01-03,40,7
SH,2021-01-04,46,10
SH,2021-01-05,51,11
SH,2021-01-06,54,5
SH,2021-01-07,55,5
SH,2021-01-08,51,4
SH,2021-01-09,52,6
SH,2021-01-10,54,10
SH,2021-01-11,56,4
SH,2021-01-12,53,6
SH,2021-01-13,53,9
SH,2021-01-14,58,5
SH,2021-01-15,58,5
SH,2021-01-16,52,5
SH,2021-01-17,54,7
SH,2021-01-18,49,2
SH,2021-01-19,47,2
SH,2021-01-20,45,2
SH,2021-01-21,39,3
SH,2021-01-22,44,11
SH,2021-01-23,50,4
SH,2021-01-24,49,3
SH,2021-01-25,48,8
SH,2021-01-26,42,2
SH,2021-01-27,43,4
SH,2021-01-28,38,4
SH,2021-01-29,32,3
SH,2021-01-30,29,4
SH,2021-01-31,25,1
SMH,2020-03-12,1,0
SMH,2020-03-13,1,0
SMH,2020-03-14,2,0
SMH,2020-03-15,3,2
SMH,2020-03-16,2,0
SMH,2020-03-17,0,0
SMH,2020-03-21,2,2
SMH,2020-03-22,4,2
SMH,2020-03-23,4,0
SMH,2020-03-24,3,5
SMH,2020-03-25,4,2
SMH,2020-03-26,5,4
SMH,2020-03-27,9,1
SMH,2020-03-28,8,2
SMH,2020-03-29,10,3
SMH,2020-03-30,11,0
SMH,2020-03-31,11,1
SMH,2020-04-01,11,2
SMH,2020-04-02,11,0
SMH,2020-04-03,11,1
SMH,2020-04-04,11,2
SMH,2020-04-05,6,2
SMH,2020-04-06,6,0
SMH,2020-04-07,7,3
SMH,2020-04-08,10,3
SMH,2020-04-09,12,2
SMH,2020-04-10,12,0
SMH,2020-04-11,11,2
SMH,2020-04-12,11,1
SMH,2020-04-13,12,2
SMH,2020-04-14,12,0
SMH,2020-04-15,15,5
SMH,2020-04-16,14,3
SMH,2020-04-17,15,3
SMH,2020-04-18,13,2
SMH,2020-04-19,15,6
SMH,2020-04-20,25,6
SMH,2020-04-21,26,1
SMH,2020-04-22,27,4
SMH,2020-04-23,31,3
SMH,2020-04-24,32,3
SMH,2020-04-25,31,4
SMH,2020-04-26,33,7
SMH,2020-04-27,39,3
SMH,2020-04-28,38,4
SMH,2020-04-29,33,0
SMH,2020-04-30,29,4
SMH,2020-05-01,21,3
SMH,2020-05-02,20,2
SMH,2020-05-03,17,0
SMH,2020-05-04,17,3
SMH,2020-05-05,18,2
SMH,2020-05-06,18,1
SMH,2020-05-07,16,1
SMH,2020-05-08,18,3
SMH,2020-05-09,18,2
SMH,2020-05-10,18,3
SMH,2020-05-11,21,1
SMH,2020-05-12,19,3
SMH,2020-05-13,19,1
SMH,2020-05-14,20,1
SMH,2020-05-15,19,2
SMH,2020-05-16,15,5
SMH,2020-05-17,17,0
SMH,2020-05-18,16,2
SMH,2020-05-19,14,1
SMH,2020-05-20,14,3
SMH,2020-05-21,15,2
SMH,2020-05-22,15,2
SMH,2020-05-23,13,1
SMH,2020-05-24,13,1
SMH,2020-05-25,14,1
SMH,2020-05-26,14,1
SMH,2020-05-27,13,3
SMH,2020-05-28,12,1
SMH,2020-05-29,12,0
SMH,2020-05-30,9,0
SMH,2020-05-31,7,0
SMH,2020-06-01,6,3
SMH,2020-06-02,9,0
SMH,2020-06-03,10,4
SMH,2020-06-04,11,1
SMH,2020-06-05,12,1
SMH,2020-06-06,11,0
SMH,2020-06-07,9,1
SMH,2020-06-08,10,2
SMH,2020-06-09,11,1
SMH,2020-06-10,10,0
SMH,2020-06-11,8,0
SMH,2020-06-12,8,0
SMH,2020-06-13,8,1
SMH,2020-06-14,9,0
SMH,2020-06-15,9,0
SMH,2020-06-16,10,1
SMH,2020-06-17,8,1
SMH,2020-06-18,10,1
SMH,2020-06-19,10,1
SMH,2020-06-20,10,0
SMH,2020-06-21,8,0
SMH,2020-06-22,8,0
SMH,2020-06-23,8,1
SMH,2020-06-24,9,1
SMH,2020-06-25,10,1
SMH,2020-06-26,10,0
SMH,2020-06-27,9,1
SMH,2020-06-28,11,1
SMH,2020-06-29,11,1
SMH,2020-06-30,9,0
SMH,2020-07-01,8,0
SMH,2020-07-02,6,0
SMH,2020-07-03,6,1
SMH,2020-07-04,5,0
SMH,2020-07-05,4,0
SMH,2020-07-06,4,0
SMH,2020-07-07,5,1
SMH,2020-07-08,6,3
SMH,2020-07-09,8,1
SMH,2020-07-10,9,2
SMH,2020-07-11,10,1
SMH,2020-07-12,10,0
SMH,2020-07-13,9,0
SMH,2020-07-14,9,0
SMH,2020-07-15,8,0
SMH,2020-07-16,6,0
SMH,2020-07-17,4,0
SMH,2020-07-18,3,0
SMH,2020-07-19,4,1
SMH,2020-07-20,4,0
SMH,2020-07-21,5,1
SMH,2020-07-22,5,1
SMH,2020-07-23,6,0
SMH,2020-07-24,6,0
SMH,2020-07-25,5,0
SMH,2020-07-26,3,0
SMH,2020-07-27,3,1
SMH,2020-07-28,3,1
SMH,2020-07-29,3,0
SMH,2020-07-30,4,2
SMH,2020-07-31,3,0
SMH,2020-08-01,4,1
SMH,2020-08-02,4,1
SMH,2020-08-03,4,0
SMH,2020-08-04,4,0
SMH,2020-08-05,4,0
SMH,2020-08-06,4,0
SMH,2020-08-07,3,0
SMH,2020-08-08,4,2
SMH,2020-08-09,5,0
SMH,2020-08-10,5,1
SMH,2020-08-11,4,0
SMH,2020-08-12,4,0
SMH,2020-08-13,4,0
SMH,2020-08-14,3,1
SMH,2020-08-15,4,0
SMH,2020-08-16,5,0
SMH,2020-08-17,6,2
SMH,2020-08-18,7,0
SMH,2020-08-19,6,0
SMH,2020-08-20,6,2
SMH,2020-08-21,6,1
SMH,2020-08-22,7,0
SMH,2020-08-23,4,0
SMH,2020-08-24,3,2
SMH,2020-08-25,6,0
SMH,2020-08-26,5,0
SMH,2020-08-27,4,1
SMH,2020-08-28,5,1
SMH,2020-08-29,3,0
SMH,2020-08-30,4,1
SMH,2020-08-31,4,1
SMH,2020-09-01,4,1
SMH,2020-09-02,5,0
SMH,2020-09-03,5,0
SMH,2020-09-04,3,1
SMH,2020-09-05,4,1
SMH,2020-09-06,4,0
SMH,2020-09-07,4,0
SMH,2020-09-08,4,0
SMH,2020-09-09,5,1
SMH,2020-09-10,5,0
SMH,2020-09-11,4,0
SMH,2020-09-12,4,0
SMH,2020-09-13,4,0
SMH,2020-09-14,4,0
SMH,2020-09-15,4,0
SMH,2020-09-16,5,0
SMH,2020-09-17,4,0
SMH,2020-09-18,3,0
SMH,2020-09-19,2,0
SMH,2020-09-20,2,0
SMH,2020-09-21,2,0
SMH,2020-09-22,2,1
SMH,2020-09-23,3,0
SMH,2020-09-24,3,1
SMH,2020-09-25,3,0
SMH,2020-09-26,3,0
SMH,2020-09-27,3,0
SMH,2020-09-28,3,0
SMH,2020-09-29,1,0
SMH,2020-09-30,1,0
SMH,2020-10-01,1,0
SMH,2020-10-02,3,2
SMH,2020-10-03,2,0
SMH,2020-10-04,1,1
SMH,2020-10-05,2,1
SMH,2020-10-06,2,1
SMH,2020-10-07,4,2
SMH,2020-10-08,6,0
SMH,2020-10-09,6,0
SMH,2020-10-10,5,0
SMH,2020-10-11,4,1
SMH,2020-10-12,4,1
SMH,2020-10-13,4,0
SMH,2020-10-14,3,0
SMH,2020-10-15,2,0
SMH,2020-10-16,2,1
SMH,2020-10-17,2,0
SMH,2020-10-18,2,0
SMH,2020-10-19,2,3
SMH,2020-10-20,7,1
SMH,2020-10-21,6,0
SMH,2020-10-22,6,0
SMH,2020-10-23,7,1
SMH,2020-10-24,7,0
SMH,2020-10-25,7,1
SMH,2020-10-26,6,0
SMH,2020-10-27,7,1
SMH,2020-10-28,7,0
SMH,2020-10-29,5,0
SMH,2020-10-30,5,1
SMH,2020-10-31,5,0
SMH,2020-11-01,5,1
SMH,2020-11-02,5,1
SMH,2020-11-03,7,1
SMH,2020-11-04,7,1
SMH,2020-11-05,7,1
SMH,2020-11-06,8,1
SMH,2020-11-07,8,3
SMH,2020-11-08,10,1
SMH,2020-11-09,8,1
SMH,2020-11-10,9,1
SMH,2020-11-11,9,3
SMH,2020-11-12,9,1
SMH,2020-11-13,10,0
SMH,2020-11-14,8,1
SMH,2020-11-15,10,2
SMH,2020-11-16,10,1
SMH,2020-11-17,8,1
SMH,2020-11-18,10,2
SMH,2020-11-19,11,1
SMH,2020-11-20,9,1
SMH,2020-11-21,9,1
SMH,2020-11-22,10,2
SMH,2020-11-23,11,3
SMH,2020-11-24,13,0
SMH,2020-11-25,12,3
SMH,2020-11-26,16,1
SMH,2020-11-27,15,0
SMH,2020-11-28,15,3
SMH,2020-11-29,19,1
SMH,2020-11-30,20,3
SMH,2020-12-01,21,3
SMH,2020-12-02,23,2
SMH,2020-12-03,20,0
SMH,2020-12-04,16,2
SMH,2020-12-05,16,2
SMH,2020-12-06,17,3
SMH,2020-12-07,20,2
SMH,2020-12-08,20,1
SMH,2020-12-09,19,4
SMH,2020-12-10,20,3
SMH,2020-12-11,19,5
SMH,2020-12-12,21,5
SMH,2020-12-13,24,1
SMH,2020-12-14,25,3
SMH,2020-12-15,24,6
SMH,2020-12-16,25,3
SMH,2020-12-17,25,1
SMH,2020-12-18,24,1
SMH,2020-12-19,19,5
SMH,2020-12-20,23,1
SMH,2020-12-21,21,4
SMH,2020-12-22,22,1
SMH,2020-12-23,20,1
SMH,2020-12-24,21,2
SMH,2020-12-25,17,2
SMH,2020-12-26,20,2
SMH,2020-12-27,18,1
SMH,2020-12-28,19,2
SMH,2020-12-29,16,0
SMH,2020-12-30,18,3
SMH,2020-12-31,20,1
SMH,2021-01-01,18,1
SMH,2021-01-02,18,1
SMH,2021-01-03,19,3
SMH,2021-01-04,21,3
SMH,2021-01-05,21,2
SMH,2021-01-06,23,0
SMH,2021-01-07,23,2
SMH,2021-01-08,19,3
SMH,2021-01-09,21,3
SMH,2021-01-10,23,3
SMH,2021-01-11,27,3
SMH,2021-01-12,29,5
SMH,2021-01-13,30,5
SMH,2021-01-14,29,2
SMH,2021-01-15,33,6
SMH,2021-01-16,35,5
SMH,2021-01-17,40,1
SMH,2021-01-18,35,7
SMH,2021-01-19,31,3
SMH,2021-01-20,29,2
SMH,2021-01-21,28,3
SMH,2021-01-22,25,1
SMH,2021-01-23,25,3
SMH,2021-01-24,23,2
SMH,2021-01-25,25,4
SMH,2021-01-26,26,3
SMH,2021-01-27,24,2
SMH,2021-01-28,22,2
SMH,2021-01-29,23,4
SMH,2021-01-30,21,0
SMH,2021-01-31,19,0
