"","date","opt JHH","opt SH","opt BMC","opt HCGH","opt SMH","mod JHH","mod SH","mod BMC","mod HCGH","mod SMH","pess JHH","pess SH","pess BMC","pess HCGH","pess SMH","cat JHH","cat SH","cat BMC","cat HCGH","cat SMH"
"1",2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2020-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2020-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2020-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2020-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2020-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2020-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2020-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2020-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2020-03-24,27,12,3,7,3,27,12,3,7,3,27,12,3,7,3,27,12,3,7,3
"25",2020-03-25,32,12,3,12,4,32,12,3,12,4,32,12,3,12,4,32,12,3,12,4
"26",2020-03-26,42,16,3,10,5,42,16,3,10,5,42,16,3,10,5,42,16,3,10,5
"27",2020-03-27,49,22,1,13,9,49,22,1,13,9,49,22,1,13,9,49,22,1,13,9
"28",2020-03-28,56,23,2,13,9,56,23,2,13,9,56,23,2,13,9,56,23,2,13,9
"29",2020-03-29,59,29,4,14,10,59,29,4,14,10,59,29,4,14,10,59,29,4,14,10
"30",2020-03-30,63,34,4,9,12,63,34,4,9,12,63,34,4,9,12,63,34,4,9,12
"31",2020-03-31,73,29,8,3,11,73,29,8,3,11,73,29,8,3,11,73,29,8,3,11
"32",2020-04-01,88,34,9,8,11,88,34,9,8,11,88,34,9,8,11,88,34,9,8,11
"33",2020-04-02,91,35,11,12,11,91,35,11,12,11,91,35,11,12,11,91,35,11,12,11
"34",2020-04-03,97,37,12,10,11,97,37,12,10,11,97,37,12,10,11,97,37,12,10,11
"35",2020-04-04,97,38,14,15,11,97,38,14,15,11,97,38,14,15,11,97,38,14,15,11
"36",2020-04-05,100,39,14,10,6,100,39,14,10,6,100,39,14,10,6,100,39,14,10,6
"37",2020-04-06,106,44,21,8,6,106,44,21,8,6,106,44,21,8,6,106,44,21,8,6
"38",2020-04-07,107,50,23,11,7,107,50,23,11,7,107,50,23,11,7,107,50,23,11,7
"39",2020-04-08,107,58,16,17,10,107,58,16,17,10,107,58,16,17,10,107,58,16,17,10
"40",2020-04-09,109,51,15,20,12,109,51,15,20,12,109,51,15,20,12,109,51,15,20,12
"41",2020-04-10,113,56,10,24,12,113,56,10,24,12,113,56,10,24,12,113,56,10,24,12
"42",2020-04-11,112,51,12,29,12,112,51,12,29,12,112,51,12,29,12,112,51,12,29,12
"43",2020-04-12,111,51,16,33,11,111,51,16,33,11,111,51,16,33,11,111,51,16,33,11
"44",2020-04-13,118,55,14,35,12,118,55,14,35,12,118,55,14,35,12,118,55,14,35,12
"45",2020-04-14,124,54,18,30,12,124,54,18,30,12,124,54,18,30,12,124,54,18,30,12
"46",2020-04-15,117,58,22,25,14,117,58,22,25,14,117,58,22,25,14,117,58,22,25,14
"47",2020-04-16,114,65,20,25,13,114,65,20,25,13,114,65,20,25,13,114,65,20,25,13
"48",2020-04-17,109,65,22,23,14,109,65,22,23,14,109,65,22,23,14,109,65,22,23,14
"49",2020-04-18,111,66,22,27,12,111,66,22,27,12,111,66,22,27,12,111,66,22,27,12
"50",2020-04-19,114,67,25,31,14,114,67,25,31,14,114,67,25,31,14,114,67,25,31,14
"51",2020-04-20,114,65,26,36,24,114,65,26,36,24,114,65,26,36,24,114,65,26,36,24
"52",2020-04-21,112,63,26,37,25,112,63,26,37,25,112,63,26,37,25,112,63,26,37,25
"53",2020-04-22,118,55,28,35,26,118,55,28,35,26,118,55,28,35,26,118,55,28,35,26
"54",2020-04-23,116,58,28,34,29,116,58,28,34,29,116,58,28,34,29,116,58,28,34,29
"55",2020-04-24,113,59,31,31,30,113,59,31,31,30,113,59,31,31,30,113,59,31,31,30
"56",2020-04-25,114,61,34,31,30,114,61,34,31,30,114,61,34,31,30,114,61,34,31,30
"57",2020-04-26,113,68,31,33,33,113,68,31,33,33,113,68,31,33,33,113,68,31,33,33
"58",2020-04-27,109,71,31,33,38,109,71,31,33,38,109,71,31,33,38,109,71,31,33,38
"59",2020-04-28,110,74,34,39,37,110,74,34,39,37,110,74,34,39,37,110,74,34,39,37
"60",2020-04-29,108,73,27,42,32,108,73,27,42,32,108,73,27,42,32,108,73,27,42,32
"61",2020-04-30,102,68,28,44,29,102,68,28,44,29,102,68,28,44,29,102,68,28,44,29
"62",2020-05-01,97,68,28,45,22,97,68,28,45,22,97,68,28,45,22,97,68,28,45,22
"63",2020-05-02,96,66,31,46,20,96,66,31,46,20,96,66,31,46,20,96,66,31,46,20
"64",2020-05-03,95,67,28,44,17,95,67,28,44,17,95,67,28,44,17,95,67,28,44,17
"65",2020-05-04,94,74,32,42,17,94,74,32,42,17,94,74,32,42,17,94,74,32,42,17
"66",2020-05-05,96,70,28,46,17,96,70,28,46,17,96,70,28,46,17,96,70,28,46,17
"67",2020-05-06,94,73,28,49,17,94,73,28,49,17,94,73,28,49,17,94,73,28,49,17
"68",2020-05-07,102,73,27,46,15,102,73,27,46,15,102,73,27,46,15,102,73,27,46,15
"69",2020-05-08,101,71,23,45,17,101,71,23,45,17,101,71,23,45,17,101,71,23,45,17
"70",2020-05-09,102,65,23,41,16,102,65,23,41,16,102,65,23,41,16,102,65,23,41,16
"71",2020-05-10,95,57,26,40,16,95,57,26,40,16,95,57,26,40,16,95,57,26,40,16
"72",2020-05-11,100,59,32,45,20,100,59,32,45,20,100,59,32,45,20,100,59,32,45,20
"73",2020-05-12,95,57,34,45,19,95,57,34,45,19,95,57,34,45,19,95,57,34,45,19
"74",2020-05-13,93,55,35,43,19,93,55,35,43,19,93,55,35,43,19,93,55,35,43,19
"75",2020-05-14,89,54,36,43,19,89,54,36,43,19,89,54,36,43,19,89,54,36,43,19
"76",2020-05-15,90,53,38,44,18,90,53,38,44,18,90,53,38,44,18,90,53,38,44,18
"77",2020-05-16,93,48,36,36,15,93,48,36,36,15,93,48,36,36,15,93,48,36,36,15
"78",2020-05-17,88,44,34,32,16,88,44,34,32,16,88,44,34,32,16,88,44,34,32,16
"79",2020-05-18,89,48,33,34,16,89,48,33,34,16,89,48,33,34,16,89,48,33,34,16
"80",2020-05-19,88,47,36,31,14,88,47,36,31,14,88,47,36,31,14,88,47,36,31,14
"81",2020-05-20,87,41,32,33,14,87,41,32,33,14,87,41,32,33,14,87,41,32,33,14
"82",2020-05-21,90,37,30,28,15,90,37,30,28,15,90,37,30,28,15,90,37,30,28,15
"83",2020-05-22,81,35,40,36,15,81,35,40,36,15,81,35,40,36,15,81,35,40,36,15
"84",2020-05-23,77,36,44,40,13,77,36,44,40,13,77,36,44,40,13,77,36,44,40,13
"85",2020-05-24,81,38,40,40,12,81,38,40,40,12,81,38,40,40,12,81,38,40,40,12
"86",2020-05-25,85,38,36,39,13,85,38,36,39,13,85,38,36,39,13,85,38,36,39,13
"87",2020-05-26,91,44,36,39,13,91,44,36,39,13,91,44,36,39,13,91,44,36,39,13
"88",2020-05-27,92,43,36,37,13,92,43,36,37,13,92,43,36,37,13,92,43,36,37,13
"89",2020-05-28,84,42,33,39,11,84,42,33,39,11,84,42,33,39,11,84,42,33,39,11
"90",2020-05-29,80,35,28,32,12,80,35,28,32,12,80,35,28,32,12,80,35,28,32,12
"91",2020-05-30,78,32,24,28,9,78,32,24,28,9,78,32,24,28,9,78,32,24,28,9
"92",2020-05-31,76,29,26,25,7,76,29,26,25,7,76,29,26,25,7,76,29,26,25,7
"93",2020-06-01,70,26,25,30,6,70,26,25,30,6,70,26,25,30,6,70,26,25,30,6
"94",2020-06-02,67,26,26,27,9,67,26,26,27,9,67,26,26,27,9,67,26,26,27,9
"95",2020-06-03,64,27,26,22,11,64,27,26,22,11,64,27,26,22,11,64,27,26,22,11
"96",2020-06-04,62,26,25,25,11,62,26,25,25,11,62,26,25,25,11,62,26,25,25,11
"97",2020-06-05,61,29,28,24,11,61,29,28,24,11,61,29,28,24,11,61,29,28,24,11
"98",2020-06-06,55,29,31,31,11,55,29,31,31,11,55,29,31,31,11,55,29,31,31,11
"99",2020-06-07,51,29,33,32,10,51,29,33,32,10,51,29,33,32,10,51,29,33,32,10
"100",2020-06-08,51,28,29,38,10,51,28,29,38,10,51,28,29,38,10,51,28,29,38,10
"101",2020-06-09,53,22,25,35,11,53,22,25,35,11,53,22,25,35,11,53,22,25,35,11
"102",2020-06-10,49,23,19,37,10,49,23,19,37,10,49,23,19,37,10,49,23,19,37,10
"103",2020-06-11,45,23,21,31,7,45,23,21,31,7,45,23,21,31,7,45,23,21,31,7
"104",2020-06-12,46,20,18,30,7,46,20,18,30,7,46,20,18,30,7,46,20,18,30,7
"105",2020-06-13,46,23,16,26,7,46,23,16,26,7,46,23,16,26,7,46,23,16,26,7
"106",2020-06-14,46,18,17,29,7,46,18,17,29,7,46,18,17,29,7,46,18,17,29,7
"107",2020-06-15,45,18,17,29,7,45,18,17,29,7,45,18,17,29,7,45,18,17,29,7
"108",2020-06-16,42,16,18,26,8,42,16,18,26,8,42,16,18,26,8,42,16,18,26,8
"109",2020-06-17,43,17,19,28,7,43,17,19,28,7,43,17,19,28,7,43,17,19,28,7
"110",2020-06-18,37,19,17,29,7,37,19,17,29,7,37,19,17,29,7,37,19,17,29,7
"111",2020-06-19,34,13,15,28,7,34,13,15,28,7,34,13,15,28,7,34,13,15,28,7
"112",2020-06-20,33,16,15,25,7,33,16,15,25,7,33,16,15,25,7,33,16,15,25,7
"113",2020-06-21,32,16,14,30,6,32,16,14,30,6,32,16,14,30,6,32,16,14,30,6
"114",2020-06-22,32,18,13,29,6,32,18,13,29,6,32,18,13,29,6,32,18,13,29,6
"115",2020-06-23,32,16,11,29,6,32,16,11,29,6,32,16,11,29,6,32,16,11,29,6
"116",2020-06-24,27,12,11,27,7,27,12,11,27,7,27,12,11,27,7,27,12,11,27,7
"117",2020-06-25,27,15,11,21,8,27,15,11,21,8,27,15,11,21,8,27,15,11,21,8
"118",2020-06-26,25,16,10,19,8,25,16,10,19,8,25,16,10,19,8,25,16,10,19,8
"119",2020-06-27,18,16,10,19,7,18,16,10,19,7,18,16,10,19,7,18,16,10,19,7
"120",2020-06-28,14,16,11,21,9,14,16,11,21,9,14,16,11,21,9,14,16,11,21,9
"121",2020-06-29,19,14,9,19,9,19,14,9,19,9,19,14,9,19,9,19,14,9,19,9
"122",2020-06-30,17,12,14,21,8,17,12,14,21,8,17,12,14,21,8,17,12,14,21,8
"123",2020-07-01,19,7,14,21,7,19,7,14,21,7,19,7,14,21,7,19,7,14,21,7
"124",2020-07-02,17,10,16,18,5,17,10,16,18,5,17,10,16,18,5,17,10,16,18,5
"125",2020-07-03,17,9,15,14,5,17,9,15,14,5,17,9,15,14,5,17,9,15,14,5
"126",2020-07-04,15,10,15,12,4,15,10,15,12,4,15,10,15,12,4,15,10,15,12,4
"127",2020-07-05,17,10,17,14,3,17,10,17,14,3,17,10,17,14,3,17,10,17,14,3
"128",2020-07-06,19,9,18,13,3,19,9,18,13,3,19,9,18,13,3,19,9,18,13,3
"129",2020-07-07,19,7,20,12,4,19,7,20,12,4,19,7,20,12,4,19,7,20,12,4
"130",2020-07-08,19,5,13,12,5,19,5,13,12,5,19,5,13,12,5,19,5,13,12,5
"131",2020-07-09,22,5,14,15,7,22,5,14,15,7,22,5,14,15,7,22,5,14,15,7
"132",2020-07-10,26,7,15,17,8,26,7,15,17,8,26,7,15,17,8,26,7,15,17,8
"133",2020-07-11,25,7,16,18,9,25,7,16,18,9,25,7,16,18,9,25,7,16,18,9
"134",2020-07-12,25,7,16,16,9,25,7,16,16,9,25,7,16,16,9,25,7,16,16,9
"135",2020-07-13,26,6,15,19,8,26,6,15,19,8,26,6,15,19,8,26,6,15,19,8
"136",2020-07-14,27,5,17,20,8,27,5,17,20,8,27,5,17,20,8,27,5,17,20,8
"137",2020-07-15,27,5,16,18,7,27,5,16,18,7,27,5,16,18,7,27,5,16,18,7
"138",2020-07-16,28,8,15,14,5,28,8,15,14,5,28,8,15,14,5,28,8,15,14,5
"139",2020-07-17,27,9,12,23,3,27,9,12,23,3,27,9,12,23,3,27,9,12,23,3
"140",2020-07-18,30,8,15,24,2,30,8,15,24,2,30,8,15,24,2,30,8,15,24,2
"141",2020-07-19,30,8,19,21,3,30,8,19,21,3,30,8,19,21,3,30,8,19,21,3
"142",2020-07-20,30,8,18,23,3,30,8,18,23,3,30,8,18,23,3,30,8,18,23,3
"143",2020-07-21,31,8,18,19,4,31,8,18,19,4,31,8,18,19,4,31,8,18,19,4
"144",2020-07-22,34,7,19,21,4,34,7,19,21,4,34,7,19,21,4,34,7,19,21,4
"145",2020-07-23,32,7,16,22,5,32,7,16,22,5,32,7,16,22,5,32,7,16,22,5
"146",2020-07-24,33,7,13,19,4,33,7,13,19,4,33,7,13,19,4,33,7,13,19,4
"147",2020-07-25,29,8,15,21,4,29,8,15,21,4,29,8,15,21,4,29,8,15,21,4
"148",2020-07-26,30,8,19,20,2,30,8,19,20,2,30,8,19,20,2,30,8,19,20,2
"149",2020-07-27,35,8,21,21,3,35,8,21,21,3,35,8,21,21,3,35,8,21,21,3
"150",2020-07-28,34,7,20,20,2,34,7,20,20,2,34,7,20,20,2,34,7,20,20,2
"151",2020-07-29,34,9,21,18,2,34,9,21,18,2,34,9,21,18,2,34,9,21,18,2
"152",2020-07-30,30,9,18,18,4,30,9,18,18,4,30,9,18,18,4,30,9,18,18,4
"153",2020-07-31,29,12,16,14,2,29,12,16,14,2,29,12,16,14,2,29,12,16,14,2
"154",2020-08-01,30,11,15,13,3,30,11,15,13,3,30,11,15,13,3,30,11,15,13,3
"155",2020-08-02,30,11,16,14,4,30,11,16,14,4,30,11,16,14,4,30,11,16,14,4
"156",2020-08-03,29,10,17,14,4,29,10,17,14,4,29,10,17,14,4,29,10,17,14,4
"157",2020-08-04,27,9,15,18,4,27,9,15,18,4,27,9,15,18,4,27,9,15,18,4
"158",2020-08-05,29,9,14,14,4,29,9,14,14,4,29,9,14,14,4,29,9,14,14,4
"159",2020-08-06,26,10,14,15,4,26,10,14,15,4,26,10,14,15,4,26,10,14,15,4
"160",2020-08-07,30,10,14,15,3,30,10,14,15,3,30,10,14,15,3,30,10,14,15,3
"161",2020-08-08,29,10,13,16,3,29,10,13,16,3,29,10,13,16,3,29,10,13,16,3
"162",2020-08-09,25,7,13,18,3,25,7,13,18,3,25,7,13,18,3,25,7,13,18,3
"163",2020-08-10,22,8,11,17,3,22,8,11,17,3,22,8,11,17,3,22,8,11,17,3
"164",2020-08-11,21,7,10,16,4,21,7,10,16,4,21,7,10,16,4,21,7,10,16,4
"165",2020-08-12,21,8,12,16,4,21,8,12,16,4,21,8,12,16,4,21,8,12,16,4
"166",2020-08-13,24,7,14,14,4,24,7,14,14,4,24,7,14,14,4,24,7,14,14,4
"167",2020-08-14,25,6,16,12,3,25,6,16,12,3,25,6,16,12,3,25,6,16,12,3
"168",2020-08-15,27,6,14,12,3,27,6,14,12,3,27,6,14,12,3,27,6,14,12,3
"169",2020-08-16,23,8,12,10,3,23,8,12,10,3,23,8,12,10,3,23,8,12,10,3
"170",2020-08-17,20,8,13,12,4,20,8,13,12,4,20,8,13,12,4,20,8,13,12,4
"171",2020-08-18,23,8,11,13,5,23,8,11,13,5,23,8,11,13,5,23,8,11,13,5
"172",2020-08-19,22,8,10,14,5,22,8,10,14,5,22,8,10,14,5,22,8,10,14,5
"173",2020-08-20,21,9,9,19,5,21,9,9,19,5,21,9,9,19,5,21,9,9,19,5
"174",2020-08-21,23,9,9,19,5,23,9,9,19,5,23,9,9,19,5,23,9,9,19,5
"175",2020-08-22,19,7,10,20,6,19,7,10,20,6,19,7,10,20,6,19,7,10,20,6
"176",2020-08-23,19,8,10,19,3,19,8,10,19,3,19,8,10,19,3,19,8,10,19,3
"177",2020-08-24,18,6,13,18,2,18,6,13,18,2,18,6,13,18,2,18,6,13,18,2
"178",2020-08-25,23,5,13,17,5,23,5,13,17,5,23,5,13,17,5,23,5,13,17,5
"179",2020-08-26,23,5,16,16,4,23,5,16,16,4,23,5,16,16,4,23,5,16,16,4
"180",2020-08-27,23,5,15,13,5,23,5,15,13,5,23,5,15,13,5,23,5,15,13,5
"181",2020-08-28,19,5,17,13,4,19,5,17,13,4,19,5,17,13,4,19,5,17,13,4
"182",2020-08-29,19,5,16,11,3,19,5,16,11,3,19,5,16,11,3,19,5,16,11,3
"183",2020-08-30,19,6,11,9,4,19,6,11,9,4,19,6,11,9,4,19,6,11,9,4
"184",2020-08-31,19,5,12,11,4,19,5,12,11,4,19,5,12,11,4,19,5,12,11,4
"185",2020-09-01,19,3,12,9,4,19,3,12,9,4,19,3,12,9,4,19,3,12,9,4
"186",2020-09-02,18,3,11,12,5,18,3,11,12,5,18,3,11,12,5,18,3,11,12,5
"187",2020-09-03,17,3,14,15,5,17,3,14,15,5,17,3,14,15,5,17,3,14,15,5
"188",2020-09-04,14,3,12,13,4,14,3,12,13,4,14,3,12,13,4,14,3,12,13,4
"189",2020-09-05,14,3,11,11,4,14,3,11,11,4,14,3,11,11,4,14,3,11,11,4
"190",2020-09-06,15,3,12,12,4,15,3,12,12,4,15,3,12,12,4,15,3,12,12,4
"191",2020-09-07,16,5,12,13,4,16,5,12,13,4,16,5,12,13,4,16,5,12,13,4
"192",2020-09-08,14,6,13,14,4,14,6,13,14,4,14,6,13,14,4,14,6,13,14,4
"193",2020-09-09,17,5,13,14,5,17,5,13,14,5,17,5,13,14,5,17,5,13,14,5
"194",2020-09-10,21,7,10,13,5,21,7,10,13,5,21,7,10,13,5,21,7,10,13,5
"195",2020-09-11,16,7,8,15,4,16,7,8,15,4,16,7,8,15,4,16,7,8,15,4
"196",2020-09-12,13,9,7,14,4,13,9,7,14,4,13,9,7,14,4,13,9,7,14,4
"197",2020-09-13,14,10,8,18,4,14,10,8,18,4,14,10,8,18,4,14,10,8,18,4
"198",2020-09-14,16,10,9,19,4,16,10,9,19,4,16,10,9,19,4,16,10,9,19,4
"199",2020-09-15,14,10,7,16,4,14,10,7,16,4,14,10,7,16,4,14,10,7,16,4
"200",2020-09-16,13,10,6,16,5,13,10,6,16,5,13,10,6,16,5,13,10,6,16,5
"201",2020-09-17,14,11,5,14,4,14,11,5,14,4,14,11,5,14,4,14,11,5,14,4
"202",2020-09-18,18,9,5,15,3,18,9,5,15,3,18,9,5,15,3,18,9,5,15,3
"203",2020-09-19,16,9,6,15,2,16,9,6,15,2,16,9,6,15,2,16,9,6,15,2
"204",2020-09-20,17,9,4,16,2,17,9,4,16,2,17,9,4,16,2,17,9,4,16,2
"205",2020-09-21,18,10,4,18,2,18,10,4,18,2,18,10,4,18,2,18,10,4,18,2
"206",2020-09-22,18,10,6,18,2,18,10,6,18,2,18,10,6,18,2,18,10,6,18,2
"207",2020-09-23,17,13,6,15,3,17,13,6,15,3,17,13,6,15,3,17,13,6,15,3
"208",2020-09-24,16,9,8,17,1,16,9,8,17,1,16,9,8,17,1,16,9,8,17,1
"209",2020-09-25,14,5,8,15,2,14,5,8,15,2,14,5,8,15,2,14,5,8,15,2
"210",2020-09-26,13,5,6,14,2,13,5,6,14,2,13,5,6,14,2,13,5,6,14,2
"211",2020-09-27,13,6,4,14,2,13,6,4,14,2,13,6,4,14,2,13,6,4,14,2
"212",2020-09-28,13,5,4,16,2,13,5,4,16,2,13,5,4,16,2,13,5,4,16,2
"213",2020-09-29,14,5,3,9,0,14,5,3,9,0,14,5,3,9,0,14,5,3,9,0
"214",2020-09-30,13,6,3,9,0,13,6,3,9,0,13,6,3,9,0,13,6,3,9,0
"215",2020-10-01,13,3,2,8,0,13,3,2,8,0,13,3,2,8,0,13,3,2,8,0
"216",2020-10-02,14,2,3,9,2,14,2,3,9,2,14,2,3,9,2,14,2,3,9,2
"217",2020-10-03,14,4,3,9,1,14,4,3,9,1,14,4,3,9,1,14,4,3,9,1
"218",2020-10-04,13,6,5,9,0,13,6,5,9,0,13,6,5,9,0,13,6,5,9,0
"219",2020-10-05,16,7,6,13,1,16,7,6,13,1,16,7,6,13,1,16,7,6,13,1
"220",2020-10-06,18,7,7,14,2,18,7,7,14,2,18,7,7,14,2,18,7,7,14,2
"221",2020-10-07,17,7,7,15,3,17,7,7,15,3,17,7,7,15,3,17,7,7,15,3
"222",2020-10-08,13,6,6,16,5,13,6,6,16,5,13,6,6,16,5,13,6,6,16,5
"223",2020-10-09,16,4,6,16,5,16,4,6,16,5,16,4,6,16,5,16,4,6,16,5
"224",2020-10-10,19,4,8,20,4,19,4,8,20,4,19,4,8,20,4,19,4,8,20,4
"225",2020-10-11,18,5,7,17,3,18,5,7,17,3,18,5,7,17,3,18,5,7,17,3
"226",2020-10-12,16,7,8,16,5,16,7,8,16,5,16,7,8,16,5,16,7,8,16,5
"227",2020-10-13,16,7,7,13,4,16,7,7,13,4,16,7,7,13,4,16,7,7,13,4
"228",2020-10-14,17,7,6,10,3,17,7,6,10,3,17,7,6,10,3,17,7,6,10,3
